city,name,dba,phone,carrier_type,active_trucks,mailing_address,effective_date,active_no
Anton,R & N TOWING LLC,NO DATA,2107229099,Tow Truck Company,1,"7735  MOSS BROOK DR
SAN ANTONIO, TX. 78255
",6/9/2017,006475166C
Anton,MOHAMMAD AWADALLAH,JASMINE TOWING,2104218373,Tow Truck Company,1,"P O BOX 40532
SAN ANTONIO, TX. 78229
",1/10/2017,006519972C
Anton,LARA AUTOMOTIVE SERVICES,TEXAS ROADSIDE SERVICE,2108381905,Tow Truck Company,5,"4514  BUSBY CYN
SAN ANTONIO, TX. 78259
",12/1/2016,006474385C
Anton,ALEJANDRO B MUNOZ,ALEX TOWING,2105487200,Tow Truck Company,1,"519  TRES CAMINOS
SAN ANTONIO, TX. 78245
",5/25/2017,006525035C
Anton,PETER'S TOWING SERVICE,NO DATA,2106302439,Tow Truck Company - Commercial Carrier,1,"6826 CALLE BRISENO
SAN ANTONIO, TX. 78252
",3/5/2014,006433415C
Anton,NICHOLAS JOHN LOPEZ,ALLACCESS TOWING,210-7739333,Tow Truck Company,1,"9022  ROQUEFORT
SAN ANTONIO, TX. 78250
",6/18/2015,006472004C
Anton,GEZE TOWING,NO DATA,2106251121,Tow Truck Company,2,"8200  MICRON DR
SAN ANTONIO, TX. 78251
",10/21/2016,006517880C
Anton,SAN ANTONIO RECOVERY INC,NO DATA,2104388280,Tow Truck Company,5,"PO BOX 100287
SAN ANTONIO, TX. 78201
",6/15/2017,006512695C
Anton,A1 QUICK STAR WRECKER SERVICE,NO DATA,2107447595,Tow Truck Company,0,"5030 GENE CERNAN
SAN ANTONIO, TX. 78219
",7/11/2016,005629226C
Anton,ALL TEX TOWING,NO DATA,210-337-4483,Tow Truck Company,3,"4100 S WW WHITE RD
SAN ANTONIO, TX. 78222
",1/22/2016,005720777C
Anton,"D&G PETRI SERVICES, LLC",DEALIN' DAVE'S TOWING,2102629011,Tow Truck Company,2,"13342  GABLE VILLAGE DR
SAN ANTONIO, TX. 78231
",3/10/2016,006509693C
Anton,JUAN LEMUS,JL TOWING,9724232672,Tow Truck Company - Commercial Carrier,0,"3927 BIKINI DRIVE
SAN ANTONIO, TX. 78218
",6/7/2012,006448756C
Anton,DEMETRIC MACKEY,ALL DAY TOWING,2107029334,Tow Truck Company,1,"5925  BURNING SUNRISE DR
SAN ANTONIO, TX. 78244
",4/13/2017,006511014C
Anton,JOSE ARRIAGA,ARBOK WRECKER SERVICE,2104218269,Tow Truck Company - Commercial Carrier,1,"2539 N INTERSTATE 35
SAN ANTONIO, TX. 78208
",3/5/2015,006459024C
Anton,DENISE SERNA HERNANDEZ,ADVANCED TOWING & RECOVERY,2103485757,Tow Truck Company,3,"1272 BANDERA RD
SAN ANTONIO, TX. 78228
",7/22/2016,006481841C
Anton,PICK-N-PULL INC.,NO DATA,2106281856,Tow Truck Company - Commercial Carrier,1,"11795 APPLEWHITE ROAD
SAN ANTONIO, TX. 78224
",9/1/2016,005318307C
Anton,ANGEL'S FLATBED TOWING,NO DATA,210-612-8236,Tow Truck Company,1,"7807  BLACK OAK PASS
SAN ANTONIO, TX. 78223
",11/25/2016,006480762C
Anton,"MOBILE CITY WRECKER, INC.",NO DATA,2106981250,Tow Truck Company,2,"6457 CAMP BULLIS ROAD
SAN ANTONIO, TX. 78257
",2/14/2017,0000013551
Anton,AMERICAN TOWING,AMERICAN TOWING,2102649894,Tow Truck Company,2,"22038 GOLDCREST RUN
SAN ANTONIO, TX. 78260
",1/3/2015,006468302C
Anton,ARTURO RIVERA,HUNTER'S TOWING,2108187611,Tow Truck Company,1,"7555  ALVERSTONE WAY
SAN ANTONIO, TX. 78250
",2/4/2017,006521492C
Anton,EDGARDO GOMEZ SOTO,GARDO'S TOWING,2108965749,Tow Truck Company - Commercial Carrier,2,"4026 SUNRISE COVE DR
SAN ANTONIO, TX. 78244
",12/19/2015,006454540C
Anton,SOUTH TEXAS HEAVY DUTY TOWING CORP,TEXAS TOWING SOUTH,8305354202,Tow Truck Company,7,"422  STEVES AVE
SAN ANTONIO, TX. 78204
",3/9/2016,006508152C
Anton,JAMES JOSEPH KRUEGER,KREUGER TOWING COMPAY,2102134991,Tow Truck Company,1,"7739  CHATSWORTH
SAN ANTONIO, TX. 78250
",2/22/2017,006520831C
Anton,NICK'S AUTO PARTS,NO DATA,2106272032,Tow Truck Company,1,"10407  ROOSEVELT AVE
SAN ANTONIO, TX. 78214
",3/26/2017,006464409C
Anton,THE CAR CORRAL,NO DATA,210 633 3517,Tow Truck Company - Commercial Carrier,2,"11435 HWY 181 SOUTH
SAN ANTONIO, TX. 78223
",10/27/2016,006433105C
Anton,SIRIANNI AUTOMOTIVE SERVICES LTD CO,NO DATA,210-308-7424,Tow Truck Company,1,"11109  WEST AVE
SAN ANTONIO, TX. 78213
",3/9/2015,006495762C
Anton,FLEET DEPOT AUTOMOTIVE INC,NO DATA,2109210183,Tow Truck Company - Commercial Carrier,3,"823 SOUTHEAST MILITARY DR
SAN ANTONIO, TX. 78214
",3/3/2017,006441000C
Anton,LISA KIMBLE,SAN ANTONIO SAFEWAY TOWING,2108488030,Tow Truck Company,2,"10815  OTTER PASS
SAN ANTONIO, TX. 78254
",6/21/2016,006513806C
Anton,NGT AUTOMOTIVE,NGT AUTOMOTIVE,2102861549,Tow Truck Company,1,"5411  IVANHOE ST
SAN ANTONIO, TX. 78228
",11/1/2015,006504290C
Anton,AMERICAN TOWING INC,SALLY TOWING,2106392748,Tow Truck Company,1,"3601  MAGIC DR
SAN ANTONIO, TX. 78229
",5/1/2017,006524595C
Anton,FABIAN'S TOWING SERVICES LLC,NO DATA,2104391650,Tow Truck Company,1,"2254  RED ROCK XING
SAN ANTONIO, TX. 78245
",1/1/2017,006520022C
Anton,"ROD ROBERTSON ENTERPRISES, INC.",NO DATA,210-692-7000,Tow Truck Company,1,"3847 PARKDALE
SAN ANTONIO, TX. 78229
",12/4/2016,005056771C
Anton,JESSE MALDONADO,J AND M AUTO SALES & REPAIRS,2103891349,Tow Truck Company,1,"4345  WILDT RD
SAN ANTONIO, TX. 78222
",10/16/2015,006504700C
Anton,ROBERT VILLARREAL,ROBS TOWING,210 4214510,Tow Truck Company,1,"337 KENDALIA AVE
SAN ANTONIO, TX. 78214
",7/22/2016,006057160C
Anton,PALY AUTO TOWING,NO DATA,8327953485,Tow Truck Company,3,"11234  TAYLOR CRST
SAN ANTONIO, TX. 78249
",10/14/2016,006517360C
Anton,"81 TOWING SERVICE, INC",NO DATA,210-435-0915,Tow Truck Company,1,"602 N GENERAL MCMULLEN DR
SAN ANTONIO, TX. 78228
",8/11/2015,006175949C
Anton,HERNANDEZ TOWING,NO DATA,210-432-1550,Tow Truck Company - Commercial Carrier,1,"607 SOUTH GEN. MCMULLEN DR
SAN ANTONIO, TX. 78237
",6/25/2016,006420197C
Anton,VASQUEZ TOWING,NO DATA,2103643512,Tow Truck Company,3,"182 MARLENA DR
SAN ANTONIO, TX. 78213
",5/18/2002,005306046C
Anton,PORFIRIO DIAZ JR,DOC'S TOWING & WRECKER SERVICE,210-932-9335,Tow Truck Company,1,"445 E PYRON AVE
SAN ANTONIO, TX. 78214
",3/28/2017,006522172C
Anton,"IPAC BODY SHOP, LLC",NO DATA,210-406-0111,Tow Truck Company,1,"4114  POND HILL RD STE 302
SAN ANTONIO, TX. 78231
",7/1/2016,006514026C
Anton,SERDA'S TOWING & WRECKER SERVICE,NO DATA,210 922 5516,Tow Truck Company,1,"1826 W MAYFIELD
SAN ANTONIO, TX. 78211
",1/29/2017,006344761C
Anton,J AUTO REBUILDERS TOWING & RECOVERY LLC,JEFF'S AUTO REBUILDERS TOWING & RECOVERY,8305692017,Tow Truck Company,1,"600  MARTINEZ
PLEASANTON, TX. 78064
",6/12/2017,006504730C
Anton,CASIAS TIRE SHOP LLC,NO DATA,2105430909,Tow Truck Company,1,"8715  GRISSOM RD
SAN ANTONIO, TX. 78251
",11/27/2015,006490789C
Anton,B TRANSPORT LLC,B TRANSPORT LLC,2106331831,Tow Truck Company,2,"11435 S US HIGHWAY 181
SAN ANTONIO, TX. 78223
",2/26/2017,006495862C
Anton,ROME'S TOW TRUCK,NO DATA,210-267-1504,Tow Truck Company - Commercial Carrier,1,"271 CORLISS ST
SAN ANTONIO, TX. 78220
",12/19/2015,006401553C
Anton,TEXAS TOWING CORPORATION,NO DATA,2102201000,Tow Truck Company - Commercial Carrier,4,"PO BOX 830388
SAN ANTONIO, TX. 78283
",8/15/2016,0000035501
Anton,FREEDOM TOWING,FREEDOM TOWING,2104646297,Tow Truck Company,1,"1120  MORALES ST
SAN ANTONIO, TX. 78207
",10/5/2015,006504270C
Anton,PRG ASSET RECOVERY & HOLDINGS LLC,PRG ASSET RECOVERY & HOLDINGS LLC,2107450964,Tow Truck Company - Commercial Carrier,5,"335 W OLMOS STE 128
SAN ANTONIO, TX. 78233
",7/19/2016,006449607C
Anton,ZANDER TOWING LLC,NO DATA,2109751694,Tow Truck Company,1,"5827 NW LOOP 410
SAN ANTONIO, TX. 78238
",5/31/2017,006525795C
Anton,REGINALD KELLY,KELLY TOWING,2103000339,Tow Truck Company,1,"206  CARDIFF AVE
SAN ANTONIO, TX. 78220
",1/7/2017,006519912C
Anton,"A-ALAMO CITY TOWING, INC.","A-ALAMO CITY TOWING, INC.",2106739619,Tow Truck Company,1,"2518 SOUTHWEST  LOOP 410
SAN ANTONIO, TX. 78227
",9/19/2007,006305428C
Anton,"S.C.A.R.,INC.",STINGER CERTIFIED ASSET RECOVERY,2103487155,Tow Truck Company,2,"P O  BOX 790407
SAN ANTONIO, TX. 78279
",11/5/2016,006270316C
Anton,RAM TOWING AND RECOVERY,NO DATA,210-725-1717,Tow Truck Company - Commercial Carrier,1,"210 CLOVIS PLACE
SAN ANTONIO, TX. 78221
",5/6/2015,006458383C
Anton,NAEL HUERTA,COMANCHE TOWING,2103675069,Tow Truck Company - Commercial Carrier,1,"3735 GROSENBACHER ROAD
SAN ANTONIO, TX. 78245
",2/2/2017,006453989C
Anton,911 AUTO CENTERS LLC,911 AUTO CENTERS LLC,2106819111,Tow Truck Company,1,"8527 BANDERA ROAD
SAN ANTONIO, TX. 78250
",1/14/2013,006458683C
Anton,"SOUTHWESTERN MOTOR TRANSPORT, INC.",NO DATA,,Tow Truck Company - Commercial Carrier,1,"4600 GOLDFIELD
SAN ANTONIO, TX. 78218
",4/28/2004,0000003220
Anton,LONE STAR TOWING,LONE STAR TOWING,4323526110,Tow Truck Company - Commercial Carrier,1,"P O BOX 898
STANTON, TX. 79782
",5/22/2016,006458343C
Anton,RICO'S USED AUTO SALES,NO DATA,210 240 0820,Tow Truck Company - Commercial Carrier,3,"14430 SOUTH FACE
SAN ANTONIO, TX. 78233
",6/20/2017,006408718C
Anton,M & M STRIPING AND POWER WASHING LLC,NO DATA,2109797912,Tow Truck Company,2,"6630  FM 78 STE 105
SAN ANTONIO, TX. 78244
",8/13/2015,006502438C
Anton,APOLONIO R BERMUDEZ,G&S TOWING,2107775305,Tow Truck Company,2,"2547 WAVERLY
SAN ANTONIO, TX. 78228
",10/4/2014,006473144C
Anton,TITUS TOWING SERVICE LLC,NO DATA,2108848339,Tow Truck Company,1,"127  OELKERS
SAN ANTONIO, TX. 78204
",4/18/2017,006500446C
Anton,RICHARD MURIE,RICHARD'S TOWING,2107718366,Tow Truck Company,1,"5308  BANDERA RD
SAN ANTONIO, TX. 78238
",2/8/2017,005381813C
Anton,GUWAPE ENTERPRISES LLC,NEW ERA TOWING,2105904444,Tow Truck Company,3,"334  TRUDELL DR
SAN ANTONIO, TX. 78213
",10/21/2016,006491790C
Anton,YASER BELBISI,PETRA TOWING,210-995-9888,Tow Truck Company,2,"9622  SEKULA DR
SAN ANTONIO, TX. 78250
",5/4/2016,006493482C
Anton,JOHN D ADAMS,JDA TOWING,2105634014,Tow Truck Company - Commercial Carrier,1,"6106 FIAT DRIVE
SAN ANTONIO, TX. 78218
",5/20/2015,006447055C
Anton,RICK TOVAR,R & R TOWING,210 291 8169,Tow Truck Company - Commercial Carrier,1,"815 RAYBURN DR APT 204
SAN ANTONIO, TX. 78221
",10/9/2016,006443142C
Anton,ALFREDO CASTANEDA,CASTANEDA WRECKER SERVICE,2108158653,Tow Truck Company,2,"6826  WINDWARD WAY DR
SAN ANTONIO, TX. 78227
",2/12/2016,006507721C
Anton,"THIRD COAST HOTSHOT, LLC",THIRD COAST AUTO TRANPORT,2108540039,Tow Truck Company,2,"25550  WILLARD PATH
SAN ANTONIO, TX. 78261
",12/13/2016,006517460C
Anton,QUICK TOWING & SERVICE LLC,NO DATA,210-986-3332,Tow Truck Company,1,"11446  INDIAN CYN
SAN ANTONIO, TX. 78252
",9/24/2016,006516779C
Anton,JACKSON MOTORS TOWING LLC,JACKSON TOWING,2106541112,Tow Truck Company,8,"2035 RIGSBY AVE
SAN ANTONIO, TX. 78210
",4/1/2017,006484453C
Anton,DALBERT'S AUTO & TOWING LLC,NO DATA,2106547066,Tow Truck Company - Commercial Carrier,1,"133 DINN RD
SAN ANTONIO, TX. 78218
",10/1/2010,006409418C
Anton,"HERNANDEZ, JUAN A.",JOHNNY'S TOWING,2103365548,Tow Truck Company,1,"2506 VALENCIA
SAN ANTONIO, TX. 78237
",6/15/2017,005915508C
Anton,BILLY ORR,SUNDOWN TOWING &RECOVERY,2107976070,Tow Truck Company - Commercial Carrier,1,"163  ALDRICH DR
SAN ANTONIO, TX. 78227
",2/10/2017,006455981C
Anton,BANIS TOWING SERVICE,NO DATA,2106473994,Tow Truck Company,1,"PO BOX 681329
SAN ANTONIO, TX. 78268
",10/20/2015,005024709C
Anton,"TEXAS AUTO CARRIERS, INC.",NO DATA,2106663333,Tow Truck Company - Commercial Carrier,1,"5765 BICENTENNIAL
SAN ANTONIO, TX. 78219
",3/7/2011,0000036431
Anton,SABAS PAGAZA DBA PAGAZA TOWING,NO DATA,210 325 5345,Tow Truck Company,1,"610 GOULD ST
SAN ANTONIO, TX. 78207
",6/22/2017,006127317C
Anton,TEXAS PATRIOT TOWING,NO DATA,2107173293,Tow Truck Company,0,"271  BARBARA DR
SAN ANTONIO, TX. 78216
",4/4/2017,006483262C
Anton,DANIEL GUERRERO,PHOENIX TOWING,210-865-1920,Tow Truck Company,4,"PO BOX 780985
SAN ANTONIO, TX. 78278
",3/29/2017,006489258C
Anton,TEXAS NATIONAL AUTO TOWING,NO DATA,210-669-1297,Tow Truck Company,2,"5480 N  HWY 281
PLEASANTON, TX. 78064
",3/7/2017,005287855C
Anton,LEGACY COLLATERAL RECOVERY LLC,NO DATA,2549317455,Tow Truck Company,3,"4723  COTTON BELT DR
SAN ANTONIO, TX. 78219
",8/13/2016,006502568C
Anton,FLASH TOWING INC,FLASH TOWING,8063409571,Tow Truck Company,1,"6510  TEZEL OAKS
SAN ANTONIO, TX. 78250
",10/3/2016,006516629C
Anton,DELTA ROADSIDE SERVICE LLC,NO DATA,210-287-2216,Tow Truck Company,1,"4950  WOODSTONE DR APT 924
SAN ANTONIO, TX. 78230
",10/18/2016,006517780C
Anton,SAFAA TOWING LLC,NO DATA,2102845885,Tow Truck Company,1,"6650  PRUE RD APT 1212
SAN ANTONIO, TX. 78240
",11/10/2016,006491670C
Anton,TRADEWINDS AUTO SALES,NO DATA,,Tow Truck Company,1,"3003 SW MILITARY DR
SAN ANTONIO, TX. 78224
",7/18/2016,005284775C
Anton,SERNA'S TOWING,NO DATA,2107442821,Tow Truck Company,4,"6931 SHADY GROVE DR.
SAN ANTONIO, TX. 78227
",6/22/2014,006215812C
Anton,A JASMINE,NO DATA,210-573-2626,Tow Truck Company - Commercial Carrier,2,"2402 HICKS
SAN ANTONIO, TX. 78210
",1/5/2017,006416665C
Anton,BUBIE'S WRECKER SERVICE,NO DATA,2109272621,Tow Truck Company,2,"1319 DRURY LANE
SAN ANTONIO, TX. 78221
",3/24/2016,0000039118
Anton,PINX WRECKER LLC,NO DATA,210-307-0095,Tow Truck Company,2,"8403  STATE HIGHWAY 151
STE 104 # 732
SAN ANTONIO, TX. 78245
",2/24/2015,006495252C
Anton,CAPTAIN JACK ROAD SERVICE,NO DATA,9034773676,Tow Truck Company - Commercial Carrier,1,"PO BOX 1242
CANTON, TX. 75103
",5/11/2017,006439269C
Anton,PROFESSIONAL WRECKER SERVICE,PROFESSIONAL WRECKER SERVICE,210-223-2222,Tow Truck Company,2,"1830 JACKSON KELLER RD
SAN ANTONIO, TX. 78213
",1/25/2017,006520391C
Anton,ALLEN'S 24/7 TOWING,NO DATA,210-409-4650,Tow Truck Company,2,"1114  MCCAULEY AVE
SAN ANTONIO, TX. 78221
",10/9/2016,006474185C
Anton,JOHN DELOACH ENTERPRISES INC,BEXAR TOWING,2105906200,Tow Truck Company,1,"11926  RAIL DR
SAN ANTONIO, TX. 78233
",2/4/2017,006468182C
Anton,EMILIO PEREZ,TEXAS VET TOWING,2107241511,Tow Truck Company,1,"11106  FIRE RING
SAN ANTONIO, TX. 78245
",12/30/2016,006518861C
Anton,NORIEGA BROTHERS WRECKER SERVICE,NO DATA,2103365063,Tow Truck Company,1,"2323 GUADALUPE
SAN ANTONIO, TX. 78207
",10/11/2016,006400962C
Anton,A M A TOWING LLC,NO DATA,2107027272,Tow Truck Company,0,"2219  VANCE JACKSON RD
SAN ANTONIO, TX. 78213
",10/12/2016,006515758C
Anton,TEMPLE HILL AUTOMOTIVE REPAIRS INC.,NO DATA,2103332591,Tow Truck Company,1,"1703 GOLIAD RD
SAN ANTONIO, TX. 78223
",7/1/2000,005040780C
Anton,JUAN CHAVEZ,DONKEY HAUL MOTORCYCLE TOWING &TRANSPOR,210-863-4285,Tow Truck Company,1,"127 OELKERS
SAN ANTONIO, TX. 78204
",4/18/2017,006472994C
Anton,QUALITY ROADSIDE INC,TEXAS ROADSIDE SERVICES,2106708885,Tow Truck Company,4,"3722 SW LOOP 410
SAN ANTONIO, TX. 78227
",12/3/2016,006518681C
Anton,MAURO L ALANIS,BIG DOG RECOVERY SPECIALIST,2104782889,Tow Truck Company - Commercial Carrier,2,"1035 CULEBRA RD
SAN ANTONIO, TX. 78201
",1/27/2014,006454070C
Anton,AUTO DEALS,AUTO DEALS LLC,2149987007,Tow Truck Company,0,"12838  SAN PEDRO AVE
SAN ANTONIO, TX. 78216
",11/2/2016,006489658C
Anton,DARRELL STEWART,WRENCH BENDER ENTERPRISES,8305702298,Tow Truck Company,1,"PO BOX 720
PLEASANTON, TX. 78064
",1/26/2017,006518451C
Anton,ANA TOWING LLC,NO DATA,210-708-9686,Tow Truck Company,2,"2307  STALLION RUN
SAN ANTONIO, TX. 78259
",5/1/2017,006523023C
Anton,SELESTINO TALAMANTEZ,TNT TOWING,210 286 9656,Tow Truck Company,2,"7471 TIMBERCREEK DRIVE
SAN ANTONIO, TX. 78227
",11/15/2015,005940389C
Anton,"PANTUSA TOWING & RECOVERY, LLC",NO DATA,210-971-4447,Tow Truck Company,6,"17007  SONOMA RDG
SAN ANTONIO, TX. 78255
",2/5/2016,006507701C
Anton,MARTIN E ROSALES JR,STS RECOVERY,210-445-7497,Tow Truck Company,1,"340  NEW LAREDO HWY
SAN ANTONIO, TX. 78211
",1/10/2017,006523784C
Anton,DOUGLAS GONZALEZ,EL PATRON TIRE & WHEEL,2108968829,Tow Truck Company - Commercial Carrier,1,"1802 CULEBRA ROAD
SAN ANTONIO, TX. 78201
",3/15/2012,006458373C
Anton,SECURE TOWING & TRANSPORTATION LLC.,SECURE TOWING & TRANSPORTATION,210-333-3838,Tow Truck Company - Commercial Carrier,3,"1825 SOUTH WW WHITE RD
SAN ANTONIO, TX. 78220
",11/6/2015,006410119C
Anton,SMILEYS TOWING,NO DATA,2109006549,Tow Truck Company,1,"138  KNOLLWOOD DR
SAN ANTONIO, TX. 78227
",4/1/2016,006510413C
Anton,ATLAS TOWING AND STORAGE LLC,ATLAS TOWING AND STORAGE LLC,2102238066,Tow Truck Company,5,"551  STEVES AVE
SAN ANTONIO, TX. 78204
",2/24/2016,006505361C
Anton,"ARAGON, IGNACIO F.",NO DATA,2109276059,Tow Truck Company,1,"451 HEARNE
SAN ANTONIO, TX. 78225
",2/27/2012,005040400C
Anton,SANTOS SALINAS,ABOUT TOWN TOWING,2108633630,Tow Truck Company,1,"2203 W MALLY BLVD
SAN ANTONIO, TX. 78224
",1/14/2017,005372392C
Anton,TEXAS ROADSIDE INC,LARA AUTOMOTIVE SERVICES,2106708885,Tow Truck Company,5,"3722 SW LOOP 410
SAN ANTONIO, TX. 78227
",12/8/2016,006518551C
Anton,DIVERA LLC,BRAVO TRUCK CENTER,210-438-5555,Tow Truck Company,1,"1237  BANDERA RD
SAN ANTONIO, TX. 78228
",8/31/2016,006498985C
Anton,FULLER'S TOWING & RECOVERY SERVICE,NO DATA,9035676911,Tow Truck Company,1,"19499 I 20 SOUTH SERVICE ROAD
CANTON, TX. 75103
",8/16/2016,005259413C
Anton,LUPE'S TOWING,NO DATA,2103944129,Tow Truck Company - Commercial Carrier,1,"11939 EL SENDERO ST
SAN ANTONIO, TX. 78233
",4/13/2017,006429873C
Anton,MARCELO NORIEGA,NORIEGA TOWING,2105353564,Tow Truck Company,1,"710 S TRINITY ST
SAN ANTONIO, TX. 78207
",2/3/2017,006480631C
Anton,S A TOWING & RECOVERY LLC,NO DATA,210-434-8699,Tow Truck Company,4,"1603  FRIO CITY RD
SAN ANTONIO, TX. 78226
",10/15/2016,006506262C
Anton,JEFF BARKER,SUNSHINE TOWING,9404454106,Tow Truck Company,0,"9720 S PRESA ST
SAN ANTONIO, TX. 78223
",5/16/2017,006524995C
Anton,ENERGY ASSOCIATES INC.,PROGRESSIVE TOWING SOLUTIONS,2817877874,Tow Truck Company,0,"1320 LEAL STREET
SAN ANTONIO, TX. 78207
",2/24/2017,006418806C
Anton,TIFFANY MORTON,RESCUE 1 ROADSIDE,2107880870,Tow Truck Company,1,"22311  MADISON PARK
SAN ANTONIO, TX. 78260
",5/18/2017,006524735C
Anton,J & J BRAKES AND ALIGNMENT SHOP,J & J BRAKES AND ALIGNMENT SHOP,2103649201,Tow Truck Company,1,"651  LEAL ST
SAN ANTONIO, TX. 78207
",6/29/2015,006499525C
Anton,MYERS AUTO SALVAGE,NO DATA,903 567 4671,Tow Truck Company,1,"24132 ST  HWY 64 E
CANTON, TX. 75103
",11/9/2006,006176279C
Anton,GEORGE RAMIREZ,NO DATA,2108449159,Tow Truck Company - Commercial Carrier,1,"6602  TOPPER PKWY
SAN ANTONIO, TX. 78233
",12/9/2015,006411841C
Anton,"ZAPATA'S, JESUS, TOWING & AUTO SERVICE",NO DATA,2104365326,Tow Truck Company,1,"1214 TORREON
SAN ANTONIO, TX. 78207
",2/17/2011,005525405C
Anton,"COMMERCIAL WRECKER SERVICE, INC.",COMMERCIAL WRECKER,210 927 2900,Tow Truck Company,2,"P O BOX 830833
SAN ANTONIO, TX. 78283
",7/12/2016,005701995C
Anton,ROBERT A CARVAJAL,CARVAJAL TOWING,2108422291,Tow Truck Company,1,"1372 GILLETTE BLVD
SAN ANTONIO, TX. 78224
",4/15/2016,005774624C
Anton,GILBERTO AGUIRRE,AMERITEX TOWING SERVICES,2107169936,Tow Truck Company,1,"8047  CYPRESS PASS
SAN ANTONIO, TX. 78240
",3/9/2017,006522663C
Anton,NORTH PARK LEXUS,NO DATA,210-308-5744,Tow Truck Company - Commercial Carrier,2,"611 LOCKHILL-SELMA
SAN ANTONIO, TX. 78216
",9/1/2013,006417595C
Anton,MARTHA ONTIVEROS,ALEJANDRO TOWING,2104682166,Tow Truck Company,1,"3678  RIDGE CLUSTER ST
SAN ANTONIO, TX. 78247
",10/23/2016,006491800C
Anton,VILLASENOR TIRE SHOP,NO DATA,210 533 0079,Tow Truck Company,1,"3217 S  PRESA
SAN ANTONIO, TX. 78210
",9/7/2016,006331280C
Anton,UNITED AUTOMOBILE & TRANSPORTATION INC,UNITED TOWING,2106981897,Tow Truck Company,5,"8522  VINEYARD MIST
SAN ANTONIO, TX. 78255
",9/9/2017,006472374C
Anton,ROBERT WILSON,TOWER TOWING,2108154500,Tow Truck Company,2,"7154  ROLLING HILLS
SAN ANTONIO, TX. 78227
",3/15/2017,006470202C
Anton,TRINITY TOWING,NO DATA,210-355-5909,Tow Truck Company,1,"PO BOX 14144
SAN ANTONIO, TX. 78214
",4/25/2017,006521092C
Anton,"RR TOWING, LLC.",NO DATA,210-410-8358,Tow Truck Company,1,"5309  PALM SPRINGS DR
SAN ANTONIO, TX. 78228
",10/11/2016,006517260C
Anton,SOUTH TEXAS ASSET MGMT.,NO DATA,2105902621,Tow Truck Company,1,"11045 IH 35N
SAN ANTONIO, TX. 78233
",1/15/2017,005067732C
Anton,"RECOVERY EXPERTS, LLC.",PREMIER RECOVERY OF SAN ANTONIO,2106795822,Tow Truck Company - Commercial Carrier,1,"1716 SOUTH SAN MARCOS STE 108
SAN ANTONIO, TX. 78207
",9/1/2016,006413472C
Anton,JOSE FRANCISCO OLIVO RODRIGUEZ,COMANCHE,2106291798,Tow Truck Company - Commercial Carrier,1,"3685 GROSENBACHER RD
SAN ANTONIO, TX. 78245
",6/20/2011,006448296C
Anton,ANTONIO MEDRANO,FIRST RESPOND TOWING,2109372208,Tow Truck Company,1,"212  WINGATE AVE
SAN ANTONIO, TX. 78204
",10/22/2015,006483452C
Anton,TONE CITY TOWING,TONE CITY TOWING,2107234056,Tow Truck Company,1,"1051  KIRK PL
SAN ANTONIO, TX. 78226
",6/22/2016,006512925C
Anton,DAVID BOLADO,BOLADO'S TOWING,2107790089,Tow Truck Company - Commercial Carrier,2,"222 IKE ST
SAN ANTONIO, TX. 78211
",2/3/2012,006400382C
Anton,GUATEMA AUTO TOWING,NO DATA,2106891937,Tow Truck Company - Commercial Carrier,3,"P O BOX 241421
SAN ANTONIO, TX. 78224
",10/17/2016,006430203C
Anton,ABEL RODRIGUEZ,ABEL'S TOWING,210 725 0450,Tow Truck Company,6,"3131 SE LOOP 410
SAN ANTONIO, TX. 78222
",4/20/2014,005968613C
Anton,JOE L  & WENDY ALEMAN DBA: J ALEMAN AUTO,J ALEMAN AUTO TOWING,210-831-0834,Tow Truck Company - Commercial Carrier,1,"561 HICKS AVE
SAN ANTONIO, TX. 78210
",9/6/2016,006407757C
Anton,FOUNTAIN ROCK CLASSIC CARS,PHILZ  TOWING,2108453435,Tow Truck Company,1,"439 SHADBUSH ST
SAN ANTONIO, TX. 78245
",4/10/2017,006408068C
Anton,AUGUSTIN TRUJILLO,JT TOWING,2102375462,Tow Truck Company,1,"155  ENRIQUE ST
SAN ANTONIO, TX. 78237
",8/23/2016,006514126C
Anton,SHARK TOWING,SHARK RECOVERY,210-598-7355,Tow Truck Company,2,"920  DALLAS ST
SAN ANTONIO, TX. 78215
",10/9/2015,006487105C
Anton,"MCJAM, INC.",CRESWELL'S WRECKER SRC/DANNY'S ROAD SRC,210-227-7379,Tow Truck Company,1,"315 RIVAS
SAN ANTONIO, TX. 78207
",8/25/2016,005897187C
Anton,JOSE ROSAS,LJ TOWING,2107244813,Tow Truck Company,1,"740 ESSEX
SAN ANTONIO, TX. 78210
",1/24/2017,006459174C
Anton,PAUL PENA,"1XPRESS TOWING,LLC",210 273 5799,Tow Truck Company - Commercial Carrier,1,"635 GLAMIS AVE
SAN ANTONIO, TX. 78223
",9/6/2016,006414282C
Anton,"INTERSTATE ADJUSTERS, SAN ANTONIO, INC.",NO DATA,2106468881,Tow Truck Company - Commercial Carrier,4,"PO BOX 65098
SAN ANTONIO, TX. 78265
",10/23/2016,0000037368
Anton,PGF TOWING SERVICE INC,NO DATA,2108157377,Tow Truck Company,1,"1315  RAYBURN DR
SAN ANTONIO, TX. 78224
",5/12/2017,006525025C
